"x1","x2","x3","x4","x5","time","event"
1,0,9.98447593244535,17.0462369831477,-0.290145311790079,6.01356330872304,1
0,0,8.39943564409668,20.1862557578035,0.828546144965436,0.62368581653731,1
0,0,8.93301534009913,15.9296155206956,-0.291227708779169,0.687623234465718,0
1,1,12.5753504911692,18.4668641604549,-1.57636240474791,2.06698130440938,1
1,1,9.64894825951574,23.4910216466856,-0.848815696948922,0.685873569018991,1
1,1,7.85643523169865,23.8781800558805,-1.0885198619572,2.38638032726157,1
1,1,10.3264137649348,21.5353866601084,-0.484290571117173,3.14325447566807,0
1,0,9.2745231687441,12.5937773477301,-0.336311209009573,1.23465813137591,0
1,1,11.1800270959747,19.7840130526953,-0.153357890661644,6.402569841309,1
0,0,12.864843855462,24.2590928573531,-0.243247228574846,2.27898191731742,1
0,0,8.01461497778102,23.2527801496464,1.89220204160011,11.3541361738462,0
1,0,10.9093005951606,19.2367341035829,-1.38599833728542,5.86262868158519,0
1,0,10.169796117357,9.20028076574519,-0.41482430070778,9.26720398609594,1
0,0,11.7911311645291,20.2438665552045,0.349081528106831,12.015667518368,0
0,1,9.54044372210747,22.2950067899343,1.62844226581541,1.13568793027399,1
0,0,11.6732381369212,20.1832143189004,0.0885218957136163,0.993637707084417,0
0,0,6.50988827732661,20.6296501607035,1.23915070840056,0,1
0,0,13.3789178426267,21.7262614914751,-1.64455553575371,3.98345103804486,1
0,0,11.7295559570372,18.4138010557992,1.44635652537848,5.76795228011906,0
1,0,9.6984480222285,25.2399129030062,-0.690560171665183,3.41482136962792,1
0,1,7.10198573972166,21.8815735994958,-0.276431085453852,7.49880064651171,1
0,1,11.286017400084,15.0293189177016,-1.10941875989944,1.09395662695169,0
1,1,10.9663877276295,25.5263018255421,0.133869316429452,1.3451184792058,1
0,1,9.98728874715722,24.8178357480393,1.78533905173155,2.40850159339607,0
1,1,10.3029117857248,23.2962958547275,2.42216335525159,1.52687802013952,1
0,1,8.83178205930039,13.3494823912576,-1.07682890211841,3.27542346957593,1
0,0,10.7376134652605,17.7227746255781,0.485941110403099,8.37642636743171,1
1,0,10.589308679439,22.5420552691581,1.38852173874429,3.26042528719123,1
1,1,9.44148125331485,20.1748880303114,-0.195656817284544,1.52839391293624,1
1,1,7.32752669021369,21.3920492146452,-0.218174797706211,0.595550402998924,0
0,1,11.4014976368801,29.8383741954817,-0.304777954546445,6.17393614983425,1
0,1,11.1083932445481,16.7264787024013,0.597832724111443,0,1
0,0,8.32738681439717,11.5471995402835,1.39742941081576,3.90396097439908,1
0,0,6.81082367598751,21.0947810897217,0.687619761239963,1.0861800648272,0
1,0,10.4099171611753,17.2496126350264,0.320188014296969,8.58491668526512,1
0,1,9.30982404405422,21.7841642118475,-0.301869925777261,0.788261303678155,0
0,0,10.5052234067289,16.7504611048376,0.498348685557949,8.96849748597318,1
1,0,7.41199506903089,28.8482219213405,-0.549536917916756,3.57247708553649,1
1,0,8.08165911123927,19.5051761136903,-0.279256503637243,5.71151931883102,1
1,0,12.1715497073598,18.0906579758798,1.09651344311173,2.98815690802764,1
0,1,10.8075498094314,19.3349540340536,0.442013088178811,8.95996454155375,1
1,0,11.1729750734386,23.4502535345057,0.241016294026112,2.08488567732275,0
1,1,13.6304568923079,20.3893619408113,-0.255607655355518,4.57212474302493,1
1,1,10.2576428572048,13.4975330431548,0.931032901484882,4.7247375357617,1
